student_id,interests,experience_level,learning_mode
STU01634,Data Analytics,Intermediate,Reading
STU01635,Deep Learning,Advanced,practical
STU01636,"SQL, Data Science, Software Development",Beginner,Reading
STU01637,"Deep Learning, Cybersecurity, Data Science",Advanced,practical
STU01638,"Software Development, Python",Beginner,Reading
STU01639,"Machine Learning, Data Analytics",Advanced,practical
STU01640,Software Development,Advanced,Reading
STU01641,"Data Analytics, Deep Learning",Intermediate,practical
STU01642,"Software Development, SQL",Advanced,Reading
STU01643,Machine Learning,Intermediate,Visual
STU01644,"DevOps, Cloud Computing, Web Development",Advanced,practical
STU01645,"SQL, Web Development",Advanced,Reading
STU01646,"Data Science, SQL, Machine Learning",Beginner,practical
STU01647,Cloud Computing,Advanced,Reading
STU01648,"Machine Learning, Python",Beginner,Visual
STU01649,"Cybersecurity, Cloud Computing, Artificial Intelligence",Intermediate,Visual
STU01650,Cloud Computing,Beginner,Visual
STU01651,"SQL, Software Development",Intermediate,Reading
STU01652,"Data Analytics, Cybersecurity, Cloud Computing",Advanced,Reading
STU01653,"Data Science, DevOps, Artificial Intelligence",Advanced,practical
STU01654,Cybersecurity,Intermediate,Visual
STU01655,"Data Analytics, Artificial Intelligence, DevOps",Advanced,Visual
STU01656,"Artificial Intelligence, Machine Learning",Advanced,Reading
STU01657,"Cloud Computing, Deep Learning, Software Development",Beginner,Visual
STU01658,Web Development,Advanced,Reading
STU01659,"Deep Learning, Python",Beginner,Reading
STU01660,"Web Development, SQL, Python",Intermediate,Visual
STU01661,"Data Science, SQL",Advanced,Visual
STU01662,"Software Development, DevOps, Cybersecurity",Advanced,Reading
STU01663,"Web Development, DevOps",Advanced,Reading
STU01664,"Deep Learning, Artificial Intelligence",Advanced,Visual
STU01665,"SQL, Python, Web Development",Intermediate,practical
STU01666,"Python, Cloud Computing",Intermediate,Visual
STU01667,Cybersecurity,Advanced,Visual
STU01668,DevOps,Advanced,practical
STU01669,"Data Science, DevOps, Software Development",Intermediate,Reading
STU01670,"Web Development, Cloud Computing",Intermediate,Reading
STU01671,Python,Beginner,Reading
STU01672,"Machine Learning, Web Development, Software Development",Beginner,Visual
STU01673,"Data Science, DevOps, Python",Advanced,practical
STU01674,Web Development,Advanced,practical
STU01675,Python,Intermediate,Visual
STU01676,"Web Development, DevOps, Machine Learning",Beginner,Reading
STU01677,"Web Development, DevOps, Python",Advanced,practical
STU01678,"Python, Artificial Intelligence",Intermediate,Visual
STU01679,"Software Development, Data Analytics, Web Development",Advanced,practical
STU01680,SQL,Advanced,Visual
STU01681,"Data Analytics, DevOps",Beginner,Reading
STU01682,Web Development,Beginner,practical
STU01683,"Cloud Computing, DevOps, Machine Learning",Intermediate,practical
STU01684,Machine Learning,Beginner,Visual
STU01685,"Software Development, Artificial Intelligence, SQL",Advanced,practical
STU01686,"Artificial Intelligence, Data Science, Python",Advanced,practical
STU01687,"Artificial Intelligence, SQL, Software Development",Intermediate,Visual
STU01688,"Data Analytics, Cybersecurity, Python",Advanced,Visual
STU01689,Web Development,Intermediate,Reading
STU01690,Deep Learning,Beginner,Reading
STU01691,"Data Science, Software Development, Data Analytics",Advanced,practical
STU01692,"Data Science, Data Analytics, Cybersecurity",Beginner,Reading
STU01693,Python,Intermediate,Visual
STU01694,"Deep Learning, Data Analytics",Advanced,Reading
STU01695,"Web Development, Machine Learning",Intermediate,practical
STU01696,"Software Development, SQL, Cloud Computing",Advanced,Reading
STU01697,"Data Science, Artificial Intelligence",Intermediate,Visual
STU01698,"Data Science, Machine Learning",Intermediate,Reading
STU01699,"SQL, Data Science, Software Development",Intermediate,practical
STU01700,"Cybersecurity, Cloud Computing, Deep Learning",Intermediate,Visual
STU01701,Data Analytics,Beginner,Reading
STU01702,"Artificial Intelligence, Data Analytics",Intermediate,practical
STU01703,"Software Development, Data Science, SQL",Intermediate,Reading
STU01704,"Artificial Intelligence, Data Analytics",Advanced,Visual
STU01705,Data Analytics,Intermediate,practical
STU01706,"Python, SQL",Intermediate,Visual
STU01707,Artificial Intelligence,Advanced,Reading
STU01708,"SQL, Deep Learning, DevOps",Intermediate,Reading
STU01709,"Cybersecurity, SQL, Artificial Intelligence",Advanced,Reading
STU01710,"Data Science, Deep Learning, Cloud Computing",Advanced,Reading
STU01711,Deep Learning,Beginner,Visual
STU01712,"Web Development, Python",Advanced,Reading
STU01713,"Deep Learning, Data Analytics",Beginner,practical
STU01714,Artificial Intelligence,Beginner,practical
STU01715,"Cybersecurity, Software Development",Beginner,Reading
STU01716,DevOps,Advanced,Reading
STU01717,DevOps,Intermediate,Reading
STU01718,Cybersecurity,Beginner,Visual
STU01719,Artificial Intelligence,Advanced,Visual
STU01720,"Web Development, Artificial Intelligence",Beginner,Visual
STU01721,"Artificial Intelligence, Python",Beginner,Visual
STU01722,"Cybersecurity, Deep Learning, Cloud Computing",Beginner,Visual
STU01723,Machine Learning,Intermediate,practical
STU01724,"Software Development, Data Analytics",Beginner,practical
STU01725,Data Science,Beginner,Reading
STU01726,"Software Development, DevOps",Advanced,practical
STU01727,Cybersecurity,Intermediate,Visual
STU01728,"DevOps, Deep Learning, Cloud Computing",Intermediate,Reading
STU01729,"Python, Data Analytics",Advanced,Reading
STU01730,"Artificial Intelligence, Data Analytics",Advanced,practical
STU01731,"Cloud Computing, Deep Learning",Intermediate,Reading
STU01732,"DevOps, SQL, Software Development",Beginner,Reading
STU01733,"Web Development, Artificial Intelligence",Intermediate,Visual
STU01734,"DevOps, Machine Learning, Python",Intermediate,Visual
STU01735,"Data Science, Software Development",Advanced,Visual
STU01736,Machine Learning,Advanced,Visual
STU01737,"Machine Learning, Web Development, Data Analytics",Beginner,Visual
STU01738,"SQL, Python, Deep Learning",Advanced,Visual
STU01739,"Python, Cybersecurity",Advanced,Reading
STU01740,"Data Science, DevOps",Intermediate,Visual
STU01741,SQL,Advanced,practical
STU01742,Cybersecurity,Intermediate,Visual
STU01743,Web Development,Beginner,Visual
STU01744,Web Development,Beginner,practical
STU01745,Cloud Computing,Beginner,Reading
STU01746,"Data Science, Web Development, SQL",Intermediate,Visual
STU01747,"Python, SQL",Intermediate,Reading
STU01748,"Deep Learning, Artificial Intelligence, Web Development",Beginner,practical
STU01749,Web Development,Advanced,Reading
STU01750,"Web Development, Python, Artificial Intelligence",Advanced,Visual
STU01751,DevOps,Advanced,Visual
STU01752,"Deep Learning, DevOps, Web Development",Beginner,practical
STU01753,"Deep Learning, Artificial Intelligence, Python",Advanced,Visual
STU01754,"Artificial Intelligence, Software Development",Advanced,Visual
STU01755,"Software Development, Cybersecurity",Intermediate,Reading
STU01756,"Machine Learning, SQL",Beginner,practical
STU01757,"Data Science, Software Development",Advanced,Reading
STU01758,"Python, SQL",Beginner,Visual
STU01759,Cybersecurity,Intermediate,practical
STU01760,"Web Development, Data Science, SQL",Beginner,Reading
STU01761,"Artificial Intelligence, SQL, Cloud Computing",Intermediate,practical
STU01762,"DevOps, Python, Web Development",Beginner,Visual
STU01763,"Web Development, Cloud Computing",Intermediate,practical
STU01764,SQL,Intermediate,Reading
STU01765,"Web Development, SQL, Python",Intermediate,Visual
STU01766,DevOps,Intermediate,Reading
STU01767,"SQL, Machine Learning",Advanced,Reading
STU01768,"Web Development, Software Development, Cybersecurity",Advanced,Reading
STU01769,SQL,Advanced,Visual
STU01770,Machine Learning,Beginner,Visual
STU01771,"Data Analytics, SQL",Intermediate,Visual
STU01772,"Data Science, Web Development",Advanced,Visual
STU01773,Machine Learning,Intermediate,Reading
STU01774,"Cybersecurity, Cloud Computing",Advanced,Reading
STU01775,"Web Development, Artificial Intelligence, SQL",Intermediate,Reading
STU01776,Python,Advanced,Reading
STU01777,"Machine Learning, Cloud Computing",Advanced,Visual
STU01778,"Data Science, Machine Learning",Intermediate,Visual
STU01779,Cloud Computing,Advanced,practical
STU01780,"Data Science, Software Development, Cloud Computing",Beginner,Visual
STU01781,Artificial Intelligence,Intermediate,practical
STU01782,Data Science,Beginner,Visual
STU01783,Deep Learning,Advanced,Reading
STU01784,"Machine Learning, Data Analytics, SQL",Advanced,practical
STU01785,Deep Learning,Intermediate,Reading
STU01786,"Web Development, Data Science, Data Analytics",Intermediate,practical
STU01787,"Software Development, Machine Learning",Intermediate,practical
STU01788,"Deep Learning, Data Science",Beginner,Visual
STU01789,"Cloud Computing, SQL",Advanced,Reading
STU01790,"Web Development, Data Science, DevOps",Beginner,Reading
STU01791,"SQL, Cybersecurity",Advanced,Visual
STU01792,Cybersecurity,Intermediate,Visual
STU01793,"Python, Artificial Intelligence",Advanced,Visual
STU01794,"Web Development, Data Science",Beginner,Reading
STU01795,Python,Beginner,Reading
STU01796,"Python, Artificial Intelligence",Beginner,Visual
STU01797,"Data Science, SQL",Intermediate,practical
STU01798,"Machine Learning, Artificial Intelligence",Intermediate,practical
STU01799,SQL,Advanced,Reading
STU01800,"Python, Data Analytics, Software Development",Intermediate,Reading
STU01801,"Cloud Computing, Data Science",Beginner,Reading
STU01802,"SQL, Deep Learning, Web Development",Advanced,Reading
STU01803,"Machine Learning, DevOps, Cybersecurity",Beginner,Visual
STU01804,"Web Development, Data Science",Beginner,practical
STU01805,Cloud Computing,Advanced,Reading
STU01806,Data Science,Advanced,practical
STU01807,"Deep Learning, Cybersecurity",Advanced,Visual
STU01808,"Data Science, Web Development, Machine Learning",Beginner,practical
STU01809,"Python, Artificial Intelligence",Intermediate,Reading
STU01810,"Data Analytics, Machine Learning, Python",Beginner,Visual
STU01811,"Data Analytics, Deep Learning",Advanced,practical
STU01812,Software Development,Beginner,practical
STU01813,Cybersecurity,Beginner,Visual
STU01814,"Python, Web Development",Intermediate,Reading
STU01815,Data Analytics,Advanced,practical
STU01816,"Software Development, Data Analytics, SQL",Intermediate,Reading
STU01817,"DevOps, Software Development, Deep Learning",Intermediate,Reading
STU01818,Data Analytics,Intermediate,Reading
STU01819,Python,Advanced,practical
STU01820,Web Development,Advanced,practical
STU01821,"Python, DevOps, Cybersecurity",Beginner,Reading
STU01822,Software Development,Advanced,Reading
STU01823,"Python, Data Science, Deep Learning",Beginner,practical
STU01824,"Data Science, SQL, Python",Advanced,practical
STU01825,SQL,Advanced,Reading
STU01826,"Software Development, Data Analytics",Intermediate,Visual
STU01827,"Data Science, Python, Cloud Computing",Beginner,Visual
STU01828,"Machine Learning, Software Development, DevOps",Advanced,Reading
STU01829,"Data Science, Python, Web Development",Advanced,Visual
STU01830,Python,Beginner,practical
STU01831,"Artificial Intelligence, Software Development, DevOps",Beginner,practical
STU01832,"SQL, DevOps, Data Analytics",Intermediate,Visual
STU01833,"Python, Web Development",Advanced,Visual
STU01834,"Machine Learning, Cybersecurity",Beginner,Visual
STU01835,"DevOps, Software Development",Advanced,Visual
STU01836,Data Science,Intermediate,practical
STU01837,"DevOps, Web Development",Beginner,Visual
STU01838,"Data Analytics, Python, Software Development",Advanced,practical
STU01839,"Machine Learning, Deep Learning, Artificial Intelligence",Intermediate,Visual
STU01840,"Data Analytics, Web Development, Cybersecurity",Advanced,Reading
STU01841,"Cloud Computing, Web Development, Cybersecurity",Intermediate,Reading
STU01842,"Machine Learning, Artificial Intelligence",Intermediate,practical
STU01843,Artificial Intelligence,Intermediate,Reading
STU01844,Data Science,Advanced,Visual
STU01845,Cloud Computing,Beginner,practical
STU01846,Python,Beginner,Visual
STU01847,"Deep Learning, DevOps",Beginner,practical
STU01848,"Software Development, SQL, DevOps",Beginner,Visual
STU01849,Python,Intermediate,practical
STU01850,"Data Science, SQL",Beginner,Visual
STU01851,"DevOps, Python, Deep Learning",Beginner,Reading
STU01852,"Cloud Computing, Data Analytics",Beginner,Visual
STU01853,"Data Analytics, Data Science",Advanced,Reading
STU01854,"Software Development, Data Science",Intermediate,Visual
STU01855,"Artificial Intelligence, Deep Learning, Data Science",Intermediate,practical
STU01856,"Software Development, Cybersecurity",Beginner,Reading
STU01857,Artificial Intelligence,Beginner,practical
STU01858,"Deep Learning, Data Science",Advanced,Reading
STU01859,"Cloud Computing, Web Development, Artificial Intelligence",Intermediate,practical
STU01860,"DevOps, SQL",Advanced,Visual
STU01861,"Data Analytics, Data Science, Software Development",Intermediate,practical
STU01862,Artificial Intelligence,Beginner,practical
STU01863,"Python, Software Development, Cloud Computing",Advanced,Visual
STU01864,"Data Science, Artificial Intelligence",Advanced,Reading
STU01865,"Cybersecurity, DevOps",Intermediate,Visual
STU01866,Artificial Intelligence,Intermediate,practical
STU01867,"DevOps, Deep Learning",Beginner,practical
STU01868,Cloud Computing,Intermediate,Reading
STU01869,Software Development,Intermediate,Visual
STU01870,"Cybersecurity, Web Development",Beginner,Reading
STU01871,"Cybersecurity, Python",Advanced,practical
STU01872,"DevOps, Cloud Computing, Python",Advanced,Visual
STU01873,"DevOps, Data Science",Advanced,practical
STU01874,"Cloud Computing, Artificial Intelligence",Intermediate,Reading
STU01875,"Data Science, DevOps",Beginner,Reading
STU01876,"Cloud Computing, Software Development, Data Analytics",Intermediate,practical
STU01877,"Software Development, Artificial Intelligence",Advanced,Visual
STU01878,Web Development,Advanced,Reading
STU01879,Python,Advanced,practical
STU01880,"Cloud Computing, Software Development",Intermediate,Reading
STU01881,"Deep Learning, Data Analytics, Software Development",Intermediate,Visual
STU01882,"Data Analytics, Python",Intermediate,Visual
STU01883,Web Development,Advanced,Reading
STU01884,"Web Development, DevOps",Advanced,Reading
STU01885,"Web Development, Artificial Intelligence, Deep Learning",Intermediate,practical
STU01886,"Artificial Intelligence, Machine Learning, Python",Advanced,Visual
STU01887,Artificial Intelligence,Beginner,Reading
STU01888,"Cloud Computing, SQL",Beginner,Reading
STU01889,Artificial Intelligence,Beginner,Visual
STU01890,DevOps,Beginner,Visual
STU01891,"Python, Data Analytics",Beginner,practical
STU01892,Cybersecurity,Advanced,practical
STU01893,"Artificial Intelligence, Data Science, Python",Advanced,Reading
STU01894,"Data Science, Software Development, SQL",Beginner,practical
STU01895,"Data Analytics, Machine Learning",Beginner,Reading
STU01896,Data Science,Intermediate,Reading
STU01897,"DevOps, Software Development, Web Development",Beginner,Visual
STU01898,DevOps,Beginner,practical
STU01899,Data Science,Advanced,Reading
STU01900,"SQL, Deep Learning, DevOps",Advanced,Reading
