student_id,interests,experience_level,learning_mode,experience_level_encoded
STU01753,"Python, Artificial Intelligence",Beginner,Visual,0
STU01754,"Python, Deep Learning, DevOps",Intermediate,Visual,1
STU01755,Deep Learning,Advanced,practical,2
STU01756,"Data Analytics, Software Development",Intermediate,Reading,1
STU01757,"Data Science, DevOps",Intermediate,Reading,1
STU01758,"Software Development, DevOps, Cloud Computing",Advanced,Reading,2
STU01759,"Cloud Computing, SQL",Beginner,practical,0
STU01760,Cloud Computing,Intermediate,Reading,1
STU01761,Machine Learning,Beginner,practical,0
STU01762,Software Development,Beginner,Reading,0
STU01763,"Deep Learning, Cloud Computing, Data Analytics",Advanced,Reading,2
STU01764,Deep Learning,Advanced,Reading,2
STU01765,Machine Learning,Advanced,practical,2
STU01766,Software Development,Beginner,practical,0
STU01767,Artificial Intelligence,Advanced,Visual,2
STU01768,"Python, Artificial Intelligence, SQL",Advanced,Visual,2
STU01769,"DevOps, Python, Artificial Intelligence",Advanced,Reading,2
STU01770,Machine Learning,Intermediate,Visual,1
STU01771,"Cloud Computing, Artificial Intelligence, Software Development",Advanced,Visual,2
STU01772,"Software Development, Deep Learning, DevOps",Advanced,Reading,2
STU01773,"SQL, Web Development",Advanced,practical,2
STU01774,"Cybersecurity, Data Science, Artificial Intelligence",Advanced,practical,2
STU01775,Python,Intermediate,practical,1
STU01776,"DevOps, Data Analytics",Intermediate,practical,1
STU01777,"DevOps, Cloud Computing, Machine Learning",Intermediate,practical,1
STU01778,"Python, Machine Learning",Intermediate,Reading,1
STU01779,"Cloud Computing, Python, Software Development",Beginner,practical,0
STU01780,"DevOps, Machine Learning, Deep Learning",Advanced,practical,2
STU01781,Data Science,Beginner,practical,0
STU01782,"Machine Learning, Cybersecurity, DevOps",Advanced,Visual,2
STU01783,Web Development,Advanced,Reading,2
STU01784,"Artificial Intelligence, Web Development",Intermediate,Visual,1
STU01785,SQL,Beginner,Reading,0
STU01786,"Web Development, Deep Learning",Intermediate,Visual,1
STU01787,Cybersecurity,Beginner,Reading,0
STU01788,SQL,Intermediate,practical,1
STU01789,"Data Analytics, Machine Learning",Intermediate,practical,1
STU01790,"Software Development, DevOps, Data Science",Beginner,Visual,0
STU01791,"Artificial Intelligence, Web Development",Intermediate,Visual,1
STU01792,Software Development,Beginner,Visual,0
STU01793,Cybersecurity,Advanced,Reading,2
STU01794,"Artificial Intelligence, Cloud Computing, Software Development",Intermediate,Reading,1
STU01795,Software Development,Beginner,Visual,0
STU01796,"DevOps, Machine Learning, Software Development",Advanced,Reading,2
STU01797,"Cybersecurity, Deep Learning",Advanced,practical,2
STU01798,Python,Beginner,Reading,0
STU01799,"Web Development, SQL",Intermediate,practical,1
STU01800,Python,Beginner,Reading,0
STU01801,Machine Learning,Advanced,practical,2
STU01802,Data Science,Intermediate,practical,1
STU01803,Web Development,Beginner,Visual,0
STU01804,"SQL, Machine Learning",Intermediate,Visual,1
STU01805,"Cybersecurity, Machine Learning, Software Development",Beginner,Reading,0
STU01806,"Data Science, SQL",Advanced,Reading,2
STU01807,"Web Development, SQL, Data Analytics",Advanced,Visual,2
STU01808,"DevOps, Software Development",Advanced,Visual,2
STU01809,"DevOps, Software Development, Cybersecurity",Beginner,Reading,0
STU01810,"DevOps, Web Development, Data Analytics",Advanced,practical,2
STU01811,Python,Intermediate,Reading,1
STU01812,Cybersecurity,Intermediate,Reading,1
STU01813,"Artificial Intelligence, Software Development",Advanced,Visual,2
STU01814,"Cybersecurity, Software Development",Beginner,Visual,0
STU01815,"Python, Cloud Computing",Beginner,Visual,0
STU01816,"SQL, Deep Learning, Cloud Computing",Intermediate,Reading,1
STU01817,"Software Development, Web Development, Deep Learning",Intermediate,Visual,1
STU01818,Artificial Intelligence,Intermediate,practical,1
STU01819,"Web Development, DevOps, Artificial Intelligence",Beginner,practical,0
STU01820,Data Science,Beginner,practical,0
STU01821,Cloud Computing,Beginner,practical,0
STU01822,"Data Science, Deep Learning",Advanced,Visual,2
STU01823,"Deep Learning, Cloud Computing, Software Development",Beginner,practical,0
STU01824,"Machine Learning, Web Development",Intermediate,practical,1
STU01825,Cybersecurity,Advanced,Visual,2
STU01826,"DevOps, Web Development",Advanced,practical,2
STU01827,"Software Development, SQL",Beginner,Reading,0
STU01828,Data Analytics,Advanced,practical,2
STU01829,Cloud Computing,Intermediate,Visual,1
STU01830,"Python, Data Analytics, Software Development",Advanced,practical,2
STU01831,"Data Science, Cybersecurity",Advanced,practical,2
STU01832,Cybersecurity,Advanced,Visual,2
STU01833,"Data Analytics, Python, DevOps",Intermediate,Visual,1
STU01834,Software Development,Beginner,Visual,0
STU01835,"Web Development, Deep Learning, Data Analytics",Intermediate,practical,1
STU01836,"Web Development, Data Science, Deep Learning",Advanced,practical,2
STU01837,"Data Science, Cybersecurity",Advanced,Visual,2
STU01838,"Machine Learning, SQL",Beginner,practical,0
STU01839,"Web Development, DevOps",Beginner,Reading,0
STU01840,"Cybersecurity, DevOps",Intermediate,Reading,1
STU01841,"SQL, Data Science",Advanced,practical,2
STU01842,"Deep Learning, Cloud Computing, Web Development",Intermediate,Visual,1
STU01843,Python,Intermediate,practical,1
STU01844,Cloud Computing,Intermediate,Visual,1
STU01845,"Artificial Intelligence, Deep Learning, SQL",Beginner,Visual,0
STU01846,"Web Development, Cybersecurity, DevOps",Advanced,Visual,2
STU01847,"Deep Learning, Web Development",Beginner,Reading,0
STU01848,Deep Learning,Advanced,Reading,2
STU01849,"Software Development, Artificial Intelligence",Intermediate,Reading,1
STU01850,SQL,Beginner,Reading,0
STU01851,"Software Development, Python, Web Development",Intermediate,practical,1
STU01852,Machine Learning,Beginner,Reading,0
STU01853,Data Analytics,Advanced,practical,2
STU01854,Cybersecurity,Advanced,practical,2
STU01855,"Machine Learning, Data Analytics, Data Science",Beginner,Visual,0
STU01856,"Software Development, Cybersecurity",Intermediate,practical,1
STU01857,"Cloud Computing, DevOps, SQL",Intermediate,Visual,1
STU01858,Machine Learning,Intermediate,Reading,1
STU01859,Python,Beginner,Visual,0
STU01860,"Data Analytics, DevOps",Beginner,practical,0
STU01861,"Machine Learning, Python",Beginner,Visual,0
STU01862,Cloud Computing,Advanced,Visual,2
STU01863,Data Science,Beginner,Reading,0
STU01864,Deep Learning,Beginner,Visual,0
STU01865,"Data Analytics, Software Development",Advanced,Visual,2
STU01866,"Cybersecurity, Python, Deep Learning",Beginner,practical,0
STU01867,Web Development,Intermediate,Reading,1
STU01868,"Deep Learning, Software Development",Intermediate,Visual,1
STU01869,"Data Analytics, Web Development",Intermediate,Visual,1
STU01870,"DevOps, Python, Cybersecurity",Intermediate,Reading,1
STU01871,"Cybersecurity, Data Science",Beginner,Reading,0
STU01872,"Deep Learning, Cybersecurity, Python",Intermediate,Visual,1
STU01873,"Cloud Computing, Data Science",Advanced,practical,2
STU01874,"Data Analytics, Web Development, Machine Learning",Advanced,Visual,2
STU01875,"Machine Learning, Data Analytics",Beginner,Reading,0
STU01876,"Deep Learning, Artificial Intelligence, DevOps",Advanced,Visual,2
STU01877,"Deep Learning, DevOps",Beginner,practical,0
STU01878,Artificial Intelligence,Intermediate,practical,1
STU01879,"Software Development, SQL, Web Development",Intermediate,Reading,1
STU01880,"Cybersecurity, DevOps",Beginner,practical,0
STU01881,"Data Analytics, Data Science, Machine Learning",Intermediate,practical,1
STU01882,"Web Development, Machine Learning, Artificial Intelligence",Intermediate,Reading,1
STU01883,"Cloud Computing, DevOps",Beginner,Visual,0
STU01884,Artificial Intelligence,Beginner,Visual,0
STU01885,"Data Science, SQL, Cloud Computing",Beginner,Visual,0
STU01886,Artificial Intelligence,Advanced,Visual,2
STU01887,"Machine Learning, Data Analytics",Advanced,practical,2
STU01888,SQL,Advanced,Visual,2
STU01889,"Cybersecurity, Cloud Computing",Intermediate,practical,1
STU01890,"Artificial Intelligence, Machine Learning",Intermediate,Visual,1
STU01891,"Data Science, Data Analytics, Artificial Intelligence",Beginner,Reading,0
STU01892,Web Development,Intermediate,practical,1
STU01893,"Data Science, Python, Cybersecurity",Intermediate,Visual,1
STU01894,Python,Intermediate,practical,1
STU01895,"Artificial Intelligence, Cybersecurity",Beginner,Reading,0
STU01896,"Cybersecurity, Data Analytics",Advanced,practical,2
STU01897,Data Science,Advanced,Reading,2
STU01898,Cybersecurity,Intermediate,practical,1
STU01899,"SQL, Artificial Intelligence",Beginner,Visual,0
STU01900,Cloud Computing,Intermediate,Visual,1
STU01901,Cloud Computing,Intermediate,practical,1
STU01902,Cybersecurity,Intermediate,practical,1
STU01903,Data Science,Advanced,Reading,2
STU01904,"Machine Learning, Data Analytics, Software Development",Beginner,Reading,0
STU01905,"Artificial Intelligence, Deep Learning",Advanced,Reading,2
STU01906,"Cloud Computing, Cybersecurity",Beginner,Reading,0
STU01907,"Deep Learning, Data Analytics",Intermediate,practical,1
STU01908,"Artificial Intelligence, Cybersecurity, DevOps",Advanced,Visual,2
STU01909,"DevOps, Data Science, Artificial Intelligence",Advanced,Reading,2
STU01910,DevOps,Intermediate,Visual,1
STU01911,"DevOps, Web Development, Machine Learning",Advanced,Reading,2
STU01912,"Software Development, Cloud Computing",Intermediate,Reading,1
STU01913,Software Development,Beginner,Reading,0
STU01914,Cloud Computing,Intermediate,Reading,1
STU01915,"Web Development, Software Development",Beginner,practical,0
STU01916,"Deep Learning, Data Analytics, Data Science",Beginner,practical,0
STU01917,"Data Science, Data Analytics",Beginner,Visual,0
STU01918,"Software Development, DevOps",Beginner,Reading,0
STU01919,Cloud Computing,Intermediate,practical,1
STU01920,Data Science,Intermediate,Reading,1
STU01921,DevOps,Intermediate,practical,1
STU01922,Software Development,Intermediate,Reading,1
STU01923,"Deep Learning, Web Development",Advanced,Visual,2
STU01924,"Data Analytics, Software Development, Cloud Computing",Beginner,Visual,0
STU01925,Data Analytics,Beginner,Reading,0
STU01926,"Python, DevOps, Cybersecurity",Advanced,practical,2
STU01927,"Machine Learning, Cloud Computing, Deep Learning",Intermediate,Visual,1
STU01928,Python,Beginner,Visual,0
STU01929,Python,Advanced,Visual,2
STU01930,Cybersecurity,Beginner,Reading,0
STU01931,"Cybersecurity, SQL, Cloud Computing",Advanced,practical,2
STU01932,Data Analytics,Intermediate,Visual,1
STU01933,"Deep Learning, Cybersecurity, SQL",Beginner,Visual,0
STU01934,"Cloud Computing, Software Development, SQL",Advanced,Visual,2
STU01935,"Machine Learning, SQL",Beginner,Visual,0
STU01936,Data Analytics,Advanced,Reading,2
STU01937,"Data Science, SQL, Deep Learning",Beginner,Reading,0
STU01938,"Cybersecurity, Python",Advanced,Visual,2
STU01939,"Cloud Computing, Machine Learning, Web Development",Beginner,Visual,0
STU01940,"Cybersecurity, Python, Artificial Intelligence",Beginner,Reading,0
STU01941,Machine Learning,Advanced,practical,2
STU01942,Software Development,Beginner,Visual,0
STU01943,"Python, Cloud Computing, DevOps",Beginner,practical,0
STU01944,Deep Learning,Advanced,practical,2
STU01945,"Python, Deep Learning",Beginner,Reading,0
STU01946,Artificial Intelligence,Advanced,practical,2
STU01947,"Cloud Computing, Cybersecurity",Advanced,Visual,2
STU01948,"Deep Learning, Python",Intermediate,Reading,1
STU01949,"Machine Learning, DevOps, Software Development",Advanced,practical,2
STU01950,"Web Development, Cloud Computing",Intermediate,practical,1
STU01951,"Artificial Intelligence, Python",Intermediate,Visual,1
STU01952,Software Development,Advanced,Reading,2
STU01953,"Data Analytics, Cloud Computing, Python",Intermediate,practical,1
STU01954,Cybersecurity,Intermediate,Visual,1
STU01955,Machine Learning,Beginner,Reading,0
STU01956,Artificial Intelligence,Beginner,practical,0
STU01957,Cloud Computing,Advanced,Reading,2
STU01958,Python,Beginner,Visual,0
STU01959,"Deep Learning, Machine Learning",Advanced,Reading,2
STU01960,"Cloud Computing, DevOps, Data Analytics",Advanced,Visual,2
STU01961,Python,Intermediate,practical,1
STU01962,"Data Science, Cloud Computing",Beginner,Visual,0
STU01963,Python,Advanced,practical,2
STU01964,"Machine Learning, Cloud Computing",Beginner,practical,0
STU01965,"Web Development, Cybersecurity, Deep Learning",Advanced,practical,2
STU01966,"DevOps, Python",Intermediate,Visual,1
STU01967,"Software Development, SQL, Data Science",Beginner,Reading,0
STU01968,Artificial Intelligence,Intermediate,practical,1
STU01969,Data Analytics,Beginner,practical,0
STU01970,Data Analytics,Beginner,Reading,0
STU01971,Deep Learning,Beginner,Visual,0
STU01972,"Cybersecurity, Software Development, Data Analytics",Intermediate,Visual,1
STU01973,DevOps,Beginner,Reading,0
STU01974,"Artificial Intelligence, Cloud Computing, Web Development",Intermediate,practical,1
STU01975,"DevOps, SQL, Software Development",Intermediate,practical,1
STU01976,"Software Development, Data Analytics, Cloud Computing",Intermediate,Reading,1
STU01977,"DevOps, Artificial Intelligence",Intermediate,practical,1
STU01978,"Software Development, Data Analytics",Intermediate,Visual,1
STU01979,"Deep Learning, SQL, DevOps",Advanced,practical,2
STU01980,Python,Intermediate,Visual,1
STU01981,"Cloud Computing, Machine Learning, SQL",Advanced,practical,2
STU01982,"SQL, Data Science, Deep Learning",Beginner,Reading,0
STU01983,"Cloud Computing, SQL, DevOps",Intermediate,Visual,1
STU01984,"Data Analytics, Data Science",Advanced,practical,2
STU01985,"Data Science, Python",Beginner,Reading,0
STU01986,"Machine Learning, Cybersecurity",Intermediate,Visual,1
STU01987,"SQL, Data Analytics",Advanced,Visual,2
STU01988,"Machine Learning, SQL, Data Analytics",Advanced,practical,2
STU01989,"Data Science, Artificial Intelligence, Software Development",Intermediate,practical,1
STU01990,SQL,Advanced,practical,2
STU01991,"Cybersecurity, Data Science",Beginner,Visual,0
STU01992,"Data Science, Artificial Intelligence, Cloud Computing",Beginner,Reading,0
STU01993,"Data Science, Software Development, Cloud Computing",Intermediate,practical,1
STU01994,"Machine Learning, Software Development",Beginner,Reading,0
STU01995,"Machine Learning, DevOps",Advanced,Visual,2
STU01996,DevOps,Beginner,Visual,0
STU01997,"Cloud Computing, Deep Learning, Cybersecurity",Intermediate,Visual,1
STU01998,Data Science,Advanced,practical,2
STU01999,Python,Intermediate,practical,1
STU02000,Artificial Intelligence,Intermediate,practical,1
STU02001,Data Science,Beginner,Reading,0
STU02002,Artificial Intelligence,Intermediate,Reading,1
STU02003,Cloud Computing,Beginner,Reading,0
STU02004,"Data Analytics, Machine Learning",Intermediate,Visual,1
STU02005,Cloud Computing,Beginner,practical,0
STU02006,"SQL, Artificial Intelligence, Software Development",Intermediate,practical,1
STU02007,"Web Development, DevOps, Python",Advanced,Reading,2
STU02008,"Data Analytics, Data Science",Advanced,Visual,2
STU02009,Artificial Intelligence,Advanced,Visual,2
STU02010,Software Development,Beginner,practical,0
STU02011,"Deep Learning, Cybersecurity",Advanced,Reading,2
STU02012,Software Development,Advanced,Reading,2
STU02013,"DevOps, Data Science, Deep Learning",Intermediate,Visual,1
STU02014,"Machine Learning, Data Science, Data Analytics",Intermediate,practical,1
STU02015,"Cloud Computing, Cybersecurity",Advanced,Reading,2
STU02016,DevOps,Beginner,practical,0
STU02017,"Software Development, Data Science, Deep Learning",Advanced,practical,2
STU02018,"Cloud Computing, Web Development",Beginner,Visual,0
STU02019,DevOps,Advanced,practical,2
STU02020,"Data Analytics, Machine Learning, DevOps",Advanced,Visual,2
STU02021,"Cybersecurity, Machine Learning, Artificial Intelligence",Advanced,Visual,2
STU02022,"Machine Learning, Cybersecurity, Artificial Intelligence",Advanced,Visual,2
STU02023,Software Development,Beginner,Reading,0
STU02024,"Machine Learning, SQL",Intermediate,practical,1
